id,ticket_id,content,is_bot,sender_name,created_at
1d67fb3a-8050-4cb1-8df1-58b0181d8cb1,c6f3e6a2-2a4d-4d1e-8c9a-9a51b9d7f3ab,"Perfecto, puedo enviar las fotos hoy. ¿Tienen citas mañana por la tarde? Soy el titular y tengo la factura.",False,cliente,2025-10-23 14:34:05
2b13644e-421f-454e-8647-6586892e514d,c6f3e6a2-2a4d-4d1e-8c9a-9a51b9d7f3ab,"Súper. ¿Me pasas tu CP para revisar disponibilidad? También confírmame marca, modelo, año y kilometraje, y un correo para enviarte el formulario seguro hoy mismo.",True,Demo Kavak,2025-10-23 14:35:00
775e6266-2128-4969-ae97-2980cbe76831,c6f3e6a2-2a4d-4d1e-8c9a-9a51b9d7f3ab,"CP 06100. Es un Mazda 3 2018 con 62,000 km. ¿Podría ser entre 5 y 6 pm? Mi correo es juan@mail.com.",False,cliente,2025-10-23 14:35:45
8b755907-3c4b-464f-b461-b9c92d3414b5,c6f3e6a2-2a4d-4d1e-8c9a-9a51b9d7f3ab,"Gracias. Hay disponibilidad mañana entre 5 y 6 pm; te agendo a las 5:30 pm a domicilio. Te envié al correo el formulario seguro para subir hoy fotos y documentos y completar la verificación de identidad (KYC). Con tus fotos hoy, te compartimos una pre‑oferta en menos de 24 h; la oferta final se define tras la inspección (45–60 min) y revisión legal (adeudos/robo). Si aceptas, firmamos y te pagamos por SPEI en 24–48 h hábiles a cuenta del titular (no manejamos efectivo). Siguiente paso: sube hoy las fotos y documentos; nosotros confirmamos por este chat la cita de mañana.",True,Demo Kavak,2025-10-23 14:38:10
aafbe320-59cd-4178-9eaa-42b459f53aa9,8a1f7a5b-786a-4d4a-9e7a-2f10f3c3f7a9,"Hola, quiero vender mi coche a Kavak y recibir una oferta en menos de 24 horas. ¿Cuál es el proceso, qué documentos piden y en cuánto tiempo pagan?",False,cliente,2025-10-23 15:02:10
02cbbef6-d8a7-4478-bebd-c1ddf1ecbdab,8a1f7a5b-786a-4d4a-9e7a-2f10f3c3f7a9,"Con gusto. Paso 1: te damos una preoferta en minutos. Paso 2: inspección física (60–90 min) hoy o mañana. Paso 3: validamos documentos y firmamos. Con todo en orden, la oferta final sale el mismo día de la inspección o dentro de 24 h. El pago es por transferencia SPEI a tu CLABE en menos de 24 h hábiles tras la firma. ¿Agendamos hoy a las 18:00 en el centro más cercano?",True,Demo Kavak,2025-10-23 15:02:22
65456dc7-15c3-40b2-816b-f99bf7718767,8a1f7a5b-786a-4d4a-9e7a-2f10f3c3f7a9,"Sí, hoy a las 6 me funciona. ¿Qué necesito llevar?",False,cliente,2025-10-23 15:02:55
279c68f7-2b6c-414f-b17c-eae2efddd1fc,8a1f7a5b-786a-4d4a-9e7a-2f10f3c3f7a9,"Documentos: identificación oficial vigente, factura original a tu nombre (o cadena de endosos) y tarjeta de circulación, comprobante de domicilio reciente, verificación y tenencias al corriente, historial de servicio si lo tienes y ambas llaves. Si el auto tiene financiamiento, carta de saldo. Para KYC validamos tu identidad y la titularidad del vehículo y te pediremos la CLABE para el depósito.",True,Demo Kavak,2025-10-23 15:03:07
5bd97980-934c-4f24-8321-43653aa5d318,8a1f7a5b-786a-4d4a-9e7a-2f10f3c3f7a9,"¿La inspección tiene costo o compromiso? ¿Y si acepto, cuándo me depositan?",False,cliente,2025-10-23 15:03:35
9374c96a-ddfd-4291-81a5-0304bdbc287c,8a1f7a5b-786a-4d4a-9e7a-2f10f3c3f7a9,"La inspección es sin costo ni compromiso. Si aceptas la oferta y firmas, depositamos por SPEI dentro de 24 h hábiles; si hay adeudo, liquidamos directo a la financiera y te transferimos la diferencia. Nota: garantías y crédito aplican cuando compras un auto; para vender no aplican.",True,Demo Kavak,2025-10-23 15:03:47
02584397-0156-4e55-9dc3-fbef89ff1a63,8a1f7a5b-786a-4d4a-9e7a-2f10f3c3f7a9,Perfecto. ¿Me mandan algo para subir los documentos antes?,False,cliente,2025-10-23 15:04:15
92857efd-c39b-4fe3-b6d8-9f6162086f7c,8a1f7a5b-786a-4d4a-9e7a-2f10f3c3f7a9,"Sí, te enviaré ahora un SMS con el enlace para precargar fotos de tus documentos y completar la validación de identidad; así aceleramos la oferta. Te queda agendada hoy 18:00. Lleva el auto limpio y con acceso al cofre. ¿Algo más que pueda aclarar?",True,Demo Kavak,2025-10-23 15:04:26
4d941c80-1483-4ec2-ac94-73206d7ae586,8a1f7a5b-786a-4d4a-9e7a-2f10f3c3f7a9,"Todo claro, gracias.",False,cliente,2025-10-23 15:04:45
28fb76d6-6cef-420e-b6af-208512461b5b,8a1f7a5b-786a-4d4a-9e7a-2f10f3c3f7a9,Gracias a ti. En breve recibes el SMS con el enlace y la confirmación. Nos vemos a las 18:00.,True,Demo Kavak,2025-10-23 15:04:54
6e0f75ed-0bba-41bc-a582-738c081fd863,b4f78168-4b08-5846-af8a-5b7215108207,"Hola, quiero vender mi coche y me gustaría recibir una oferta en menos de 24 horas. ¿Cuál es el proceso, qué documentos piden y cuánto tardan?",False,cliente,2025-10-23 15:04:00
c0bf8835-64d1-4bf4-9ef2-67e8c32edcb1,b4f78168-4b08-5846-af8a-5b7215108207,"¡Gracias por escribirnos! El proceso es: 1) Prevaluación en línea con datos del auto (placa/serie, km y fotos). 2) Inspección gratuita (60–90 min) en sucursal o a domicilio en zonas disponibles. 3) Oferta final el mismo día de la inspección o en menos de 24 h, sujeta a verificación de identidad y documentación (KYC) y que el auto no tenga adeudos o reporte. 4) Si aceptas, firmamos contrato y hacemos pago por transferencia a una cuenta a tu nombre; normalmente el mismo día o hasta 24 h hábiles.",True,Demo Kavak,2025-10-23 15:05:10
bb143fc2-59d9-4b1f-b4a2-22ae31fe1981,b4f78168-4b08-5846-af8a-5b7215108207,"¿Qué documentos exactos necesito? Soy persona física y el coche está a mi nombre, sin adeudos.",False,cliente,2025-10-23 15:06:05
72f6fbbd-b20c-43d4-8d57-8939c653430e,b4f78168-4b08-5846-af8a-5b7215108207,"Para persona física: • Identificación oficial vigente (INE/pasaporte). • Factura original a tu nombre, libre de gravamen. • Tarjeta de circulación y comprobantes de tenencias/verificación al día. • Comprobante de domicilio (≤3 meses). • CLABE de cuenta a tu nombre para el pago. • Llaves (y duplicado) y, si tienes, historial de servicios. Si hubiera crédito, pedimos carta saldo y carta factura de la financiera; primero liquidamos el saldo y el remanente va a tu cuenta. Para persona moral cambian requisitos (acta constitutiva, poderes e identificación del representante). Nota: las garantías aplican cuando compras con Kavak; para vender tu auto no hay costo por inspección.",True,Demo Kavak,2025-10-23 15:07:15
73fa3c76-f2db-4348-b50c-44fec57e36e6,b4f78168-4b08-5846-af8a-5b7215108207,Perfecto. ¿Podemos agendar la inspección para mañana y tener la oferta ese mismo día?,False,cliente,2025-10-23 15:08:00
d9b2b2aa-4a73-45e8-bcc3-2b384a11fbfb,b4f78168-4b08-5846-af8a-5b7215108207,"Sí, podemos agendar para mañana. La inspección dura 60–90 min y normalmente te damos la oferta ese mismo día (o <24 h). Para programarla y enviarte el link de prevaluación/subida de documentos, compárteme por favor nombre completo, teléfono y correo. Te mandamos la confirmación y opciones de horario en la sucursal más cercana o a domicilio donde esté disponible.",True,Demo Kavak,2025-10-23 15:08:50
81a2c039-9f0e-49d1-ae92-243b755ed28c,dcc1dc03-2e72-561f-b2b5-6674f40fb12d,"Hola, quiero vender mi coche y me gustaría recibir una oferta en menos de 24 horas. ¿Cuál es el proceso, qué documentos piden y en cuánto pagan?",False,cliente,2025-10-23 09:15:00
377319da-3654-492d-b130-4cfbe7acf40d,dcc1dc03-2e72-561f-b2b5-6674f40fb12d,"¡Gracias por escribirnos! Podemos darte una oferta preliminar <24 h si hoy mismo recibimos la info básica y fotos. Proceso resumido: 1) Oferta preliminar: nos compartes marca, modelo, año, versión, km, VIN, ciudad y 10-12 fotos (exterior, interior, tablero, motor). 2) Inspección gratuita (en centro o a domicilio): revisión mecánica, estética y legal; misma día o al siguiente según agenda. 3) Oferta final tras inspección. 4) Firma y pago por SPEI al titular. Documentos para la venta (KYC): INE o pasaporte vigente, factura original o carta factura, tarjeta de circulación, comprobante de domicilio <3 meses, comprobante de cuenta (CLABE a tu nombre), RFC y CURP; si persona moral: acta constitutiva y poder; si hay adeudo: estado de cuenta de la financiera. Validamos identidad y propiedad, y revisamos REPUVE/adeudos. Pagos: transferencia bancaria segura en 24-48 h hábiles después de firmar. Nota: garantías y crédito aplican cuando compras con Kavak; para vender no aplican. Si te parece, compárteme datos del auto y tu disponibilidad para inspección (hoy/mañana).",True,Demo Kavak,2025-10-23 09:27:00
93d6b662-a9c6-4339-8800-bf923194a726,dcc1dc03-2e72-561f-b2b5-6674f40fb12d,"Es un Mazda 3 2018 i Touring, 65,000 km, VIN terminación 1234, estoy en CDMX. Hoy puedo enviar fotos y mañana estoy disponible a las 11:00.",False,cliente,2025-10-23 09:40:00
5afdf203-5552-4c7f-a009-974bdbfe3e07,dcc1dc03-2e72-561f-b2b5-6674f40fb12d,"Perfecto, gracias. Abrí el ticket KVK-15937. Siguiente paso: 1) Te envío por este medio un enlace seguro para subir fotos y documentos (INE por ambos lados y tarjeta de circulación) hoy antes de las 18:00. 2) Te propongo inspección mañana 11:30 en nuestro centro CDMX o a domicilio (según prefieras). Confírmame ubicación. Con tus fotos hoy, tendrás oferta preliminar antes de 24 h; la oferta final se confirma al terminar la inspección. El pago se deposita por SPEI en 24-48 h hábiles tras la firma. ¿Confirmamos la cita de las 11:30 y recepción de fotos hoy?",True,Demo Kavak,2025-10-23 09:52:00
349a6f4c-905d-42da-88e7-014d08d3703c,c0a6f7b9-2f1b-4a3d-9c31-51f5a6c0e9a2,"Hola, quiero vender mi coche y tener una oferta en menos de 24 horas. ¿Cómo es el proceso, qué documentos necesitan y en cuánto pagan?",False,cliente,2025-10-23 18:00:00
65f00fea-7055-4ec2-862f-7169cf17bef1,c0a6f7b9-2f1b-4a3d-9c31-51f5a6c0e9a2,"Con gusto. Hoy mismo podemos darte una pre‑oferta con fotos, VIN o placas en 1–2 horas y la oferta final tras una inspección el mismo día. Documentos: identificación oficial, factura o carta factura, tarjeta de circulación, comprobante de domicilio; si tienes, historial de servicio y segunda llave. Pagamos por transferencia SPEI a una cuenta a tu nombre dentro de 24 h tras firma y validaciones KYC. Nota: las garantías aplican a autos que compran nuestros clientes; para tu venta no aplica. ¿Te agendo inspección hoy?",True,Demo Kavak,2025-10-23 18:00:20
9df3e7f9-3a94-4b56-ba6f-0b79f2eeec9a,c0a6f7b9-2f1b-4a3d-9c31-51f5a6c0e9a2,"Sí, ¿pueden venir a mi domicilio? Estoy libre después de las 4.",False,cliente,2025-10-23 18:01:00
f4b5d3c9-4d67-4ccc-b2fc-8074d63c85bc,c0a6f7b9-2f1b-4a3d-9c31-51f5a6c0e9a2,"Perfecto, tengo disponibilidad hoy entre 16:00 y 17:00. La inspección dura ~45 minutos: mecánica, estética y prueba de manejo; al cerrar te damos la oferta final. Si el auto tiene crédito vigente, gestionamos la liquidación con tu financiera con carta saldo y lo descontamos en la oferta. ¿Confirmo a las 16:00?",True,Demo Kavak,2025-10-23 18:01:35
cf887670-9247-4f4a-a95b-ac8f78b4b110,c0a6f7b9-2f1b-4a3d-9c31-51f5a6c0e9a2,Confirma a las 16:00. ¿Qué les envío ahora?,False,cliente,2025-10-23 18:02:10
2c497ced-aa49-4f47-bcb2-6a64a1aa6d1f,c0a6f7b9-2f1b-4a3d-9c31-51f5a6c0e9a2,"Te enviaré un SMS con un enlace seguro para subir: foto de tu ID, factura, tarjeta de circulación, comprobante de domicilio, foto del odómetro y VIN/placas. Por KYC, la cuenta bancaria debe estar a tu nombre; te pediremos CLABE y quizá una selfie de verificación. Con eso, te damos la pre‑oferta en menos de 2 horas.",True,Demo Kavak,2025-10-23 18:02:50
c92273bb-8ba7-411a-9408-9fa023824793,c0a6f7b9-2f1b-4a3d-9c31-51f5a6c0e9a2,¿Y el pago cuándo se refleja?,False,cliente,2025-10-23 18:03:10
247e1b0a-f548-4968-8c0b-eafe06b3ceb7,c0a6f7b9-2f1b-4a3d-9c31-51f5a6c0e9a2,"Tras firmar y transferir la propiedad, emitimos el SPEI; normalmente se refleja el mismo día o dentro de 24 h hábiles. Te mantenemos informado por SMS y correo.",True,Demo Kavak,2025-10-23 18:03:40
245bea63-04ba-4501-ba3e-b40a1ed45ad0,c0a6f7b9-2f1b-4a3d-9c31-51f5a6c0e9a2,"Perfecto, quedo pendiente del enlace. Gracias.",False,cliente,2025-10-23 18:03:55
96eb732c-7b07-4488-b868-8707bb2d3ede,c3a7c2c8-2f8a-4f20-9a6e-7d8a2d1a9e55,"Hola, quiero vender mi coche y me gustaría una oferta en menos de 24 horas. ¿Cuál es el proceso, qué documentos piden y cuánto tarda todo?",False,cliente,2025-10-23 14:05:12
